course,professor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
BSCI170,David Kirschtel,0,63,0,0,126,0,0,96,0,0,50,0,40,61,1
BSCI170,Eric Haag,3,24,19,29,39,32,35,40,40,8,13,10,21,11,1
BSCI170,James Sniezek,15,119,6,24,71,5,5,24,2,0,6,0,17,97,4
BSCI170,Michael Keller,276,1460,266,336,2020,175,184,1044,101,55,320,22,228,346,218
BSCI170,Nicholas Fletcher,128,235,123,105,113,49,38,46,26,7,12,8,12,14,21
BSCI170,Niranjana Krishnan,13,27,19,32,25,18,4,2,1,2,0,2,3,4,0
BSCI170,Norma Allewell,2,26,6,9,8,8,9,6,8,3,3,4,3,4,0
BSCI170,Patricia Shields,0,401,0,1,476,0,1,226,0,0,58,0,32,56,55
BSCI170,Reid Compton,108,150,132,171,302,201,204,249,126,27,47,18,64,126,69
BSCI170,Swarna Mohan,50,46,10,49,40,14,45,32,12,16,11,2,19,17,0
BSCI170C,Anne Simon,16,61,0,15,27,12,10,17,11,3,3,0,2,4,8
BSCI171,David Kirschtel,0,2901,0,0,1349,0,0,173,0,7,21,0,33,252,2
BSCI171,Swarna Mohan,1475,3531,200,625,873,69,110,153,24,26,32,2,56,308,227
BSCI171S,David Kirschtel,0,93,0,0,19,0,0,0,0,0,0,0,0,2,0
BSCI171S,Swarna Mohan,44,114,0,11,22,0,5,2,0,0,1,0,1,7,9
BSCI189I,Joelle Presson,273,555,0,61,91,0,22,24,0,2,8,0,11,25,12
BSCI201,Caitlin Fox,236,386,371,307,355,282,188,209,152,34,128,21,93,157,104
BSCI201,Justicia Opoku-Edusei,432,714,615,384,607,543,301,441,340,129,150,73,178,441,85
BSCI201,Meredith Bohannon,20,92,72,42,111,73,32,66,28,17,17,8,6,24,2
BSCI201,Nelson Bennett,6,7,2,3,2,4,2,0,1,1,0,0,1,8,0
BSCI201,Sara Lombardi,82,247,219,174,262,165,131,146,88,0,108,0,47,70,5
BSCI202,Caitlin Fox,193,349,362,322,431,242,212,221,140,0,120,0,50,119,79
BSCI202,Justicia Opoku-Edusei,6,7,2,0,0,0,0,0,2,0,0,0,0,3,0
BSCI202,Nelson Bennett,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0
BSCI202,Sara Lombardi,54,138,131,128,177,133,107,113,79,1,98,0,35,47,2
BSCI202,Tammatha O'Brien,294,362,456,449,627,485,403,560,372,18,286,6,104,295,62
BSCI207,Bretton Kent,25,247,44,95,372,16,45,107,17,2,32,0,7,24,1
BSCI207,Eric Haag,21,82,101,106,172,119,84,95,45,26,22,8,20,50,2
BSCI207,Jeffrey Firestone,14,52,43,70,81,64,44,56,29,8,16,8,11,29,2
BSCI207,Jeffrey Jensen,1,12,11,27,29,26,15,11,9,0,10,0,2,3,0
BSCI207,Karen Carleton,67,209,216,230,315,221,150,135,66,40,31,15,26,60,1
BSCI207,Leo Shapiro,34,116,182,151,245,169,123,160,105,8,114,5,70,82,45
BSCI207,Marcia Shofner,24,82,30,44,63,41,22,31,19,5,12,0,9,19,17
BSCI207,Nicholas Fletcher,174,258,207,142,118,83,50,32,33,15,9,2,11,33,3
BSCI207,Todd Cooke,0,15,24,24,38,28,17,11,14,0,4,0,3,4,0
BSCI207,William Higgins,5,12,15,19,39,26,15,19,10,6,5,3,5,28,0
BSCI215,Keryn Gedan,1,8,16,5,12,10,3,0,0,0,0,0,4,3,0
BSCI215,Michele Dudash,0,7,9,3,7,5,2,3,3,0,0,0,0,1,1
BSCI222,David O'Brochta,59,182,85,106,199,67,56,98,19,9,23,5,16,47,2
BSCI222,David Straney,87,563,343,196,729,219,102,308,125,21,83,10,38,123,114
BSCI222,Keith Lampel,10,75,33,24,37,6,4,9,0,0,0,0,0,32,3
BSCI222,Kimberly Paczolt,65,396,229,206,587,180,147,347,105,25,115,22,89,166,101
BSCI222,Patricia Shields,5,174,0,11,272,1,5,106,1,0,23,0,5,35,0
BSCI222,Raymond StLeger,47,181,174,146,186,110,93,87,49,1,28,0,11,61,40
BSCI222,Tammatha O'Brien,45,92,106,86,75,32,27,23,8,0,13,0,4,17,10
BSCI222,Thomas Kocher,123,261,236,301,372,235,185,218,120,49,43,17,45,110,3
BSCI223,Daniel Dwyer,13,81,102,108,111,75,40,28,6,6,3,2,0,13,0
BSCI223,David Rollins,10,91,0,18,42,0,6,17,0,0,7,0,1,34,4
BSCI223,Erin Tran,417,690,467,319,126,70,45,19,11,7,1,2,5,37,50
BSCI223,John Buchner,521,733,730,561,553,427,202,164,99,45,29,16,33,212,22
BSCI223,Keith Lampel,6,25,10,7,14,1,1,2,1,0,0,0,0,14,0
BSCI223,Kevin McIver,33,91,201,166,193,146,76,73,31,15,7,3,2,28,5
BSCI238A,Thomas Holtz,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI238B,Charles Delwiche,2,10,0,1,0,0,0,0,0,0,0,0,0,0,4
BSCI238C,Philip Johnson,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0
BSCI238D,Jonathan Dinman,10,63,5,0,2,1,0,0,0,0,0,0,0,2,0
BSCI238E,Najib El-Sayed,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI238F,Daniel Butts,14,5,18,0,2,0,0,0,0,0,0,0,0,2,1
BSCI238G,Brian Pierce,8,2,2,0,1,0,0,0,0,0,0,0,0,3,0
BSCI258,Beth Parent,0,71,0,0,0,0,0,0,0,0,0,0,2,3,1
BSCI258,Candace Leverette,0,57,4,0,0,0,0,0,0,0,0,0,0,0,0
BSCI258,Jessica Wilke,44,17,6,0,2,0,0,0,0,0,0,0,0,1,0
BSCI258,Jimmy McClellan,0,110,2,1,0,0,0,0,0,0,0,0,0,1,0
BSCI258,Reid Compton,249,166,19,6,4,3,1,2,4,0,1,0,3,10,15
BSCI258A,Erin Thomson,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BSCI258B,Erin Thomson,37,13,0,0,0,0,0,0,0,0,0,0,0,1,1
BSCI279B,Beth Parent,15,8,0,3,0,0,0,0,0,0,0,0,0,0,0
BSCI279B,Jennifer Carrion,37,5,1,2,0,0,0,1,0,0,0,0,0,0,0
BSCI279B,Katerina Thompson,152,46,7,4,3,0,2,1,0,0,0,0,0,0,4
BSCI279B,Lital Ehrlich,45,7,1,0,1,0,0,1,0,0,0,0,0,0,0
BSCI279B,Mary Gallagher,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0
BSCI279C,Byrn Quimby,8,46,4,1,2,0,0,0,0,0,0,0,0,0,0
BSCI279C,Katerina Thompson,55,150,15,5,12,0,0,0,0,0,0,0,1,1,2
BSCI279H,Katerina Thompson,147,171,11,4,3,3,0,2,0,0,0,0,0,3,1
BSCI279P,Francisca Saavedra,90,117,1,5,5,0,0,0,0,0,0,0,0,1,3
BSCI279P,Joelle Presson,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0
BSCI279P,Sara Lombardi,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
BSCI279T,Marcia Shofner,43,4,0,0,0,0,0,0,0,0,0,0,0,0,1
BSCI279T,Sara Lombardi,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI279T,Tammatha O'Brien,43,0,9,0,0,0,0,0,0,0,0,0,0,0,0
BSCI279V,Sara Via,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0
BSCI283,Daniel Dwyer,12,13,9,8,4,7,1,1,0,0,1,0,0,1,4
BSCI283,Daniel Stein,6,24,6,11,15,3,4,1,2,0,0,0,0,4,3
BSCI283,John Buchner,8,25,8,7,7,1,1,2,0,0,1,0,0,3,0
BSCI283,Richard Stewart,19,72,26,20,38,4,5,6,3,3,2,0,2,7,0
BSCI283,Vincent Lee,6,6,7,2,2,0,0,0,0,0,0,0,0,1,1
BSCI283,Wade Winkler,54,111,76,34,24,8,4,11,0,0,0,0,1,5,1
BSCI289,Katerina Thompson,0,0,0,0,0,0,0,0,0,0,0,0,1,4,430
BSCI300,Annie Foster Ahmed,101,31,24,1,0,0,0,0,0,0,0,0,0,7,0
BSCI300,Noah Gibson,13,5,0,2,2,2,0,0,0,0,0,0,0,0,0
BSCI301,Sherrie Tennessee,11,38,7,7,5,1,0,1,0,0,0,0,1,0,1
BSCI302,Gregory Simon,2,49,2,0,2,0,1,1,0,0,0,0,0,0,1
BSCI327,Marco Colombini,0,7,0,1,4,0,2,5,0,0,0,0,0,4,1
BSCI329,Chan Lin,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI329,Hadiya Woodham,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI329,Hilary Bierman,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI329,Todd Cooke,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI329H,Sabrina Kramer,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0
BSCI329H,Todd Cooke,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI330,Albert Ades,30,104,33,17,88,11,15,42,18,0,2,0,0,16,1
BSCI330,Antony Jose,22,48,78,59,68,49,41,47,24,14,12,6,17,21,0
BSCI330,Beth Parent,116,202,170,151,110,73,65,38,36,13,12,5,20,46,24
BSCI330,Carmen Cantemir-Stone,100,254,130,87,128,49,39,47,22,7,6,3,10,27,2
BSCI330,David Sandstrom,3,1,1,0,1,3,3,0,0,0,0,0,0,0,0
BSCI330,Elizabeth Read-Connole,13,196,10,9,53,6,2,17,2,0,2,0,4,53,7
BSCI330,Hadiya Woodham,179,208,150,167,193,109,111,94,41,11,16,3,23,47,6
BSCI330,Ibrahim Ades,62,270,105,91,351,100,72,310,98,0,81,0,52,90,3
BSCI330,June Kwak,5,14,13,9,35,9,9,15,4,1,5,0,1,1,0
BSCI330,Kan Cao,20,42,26,55,76,27,38,53,13,5,9,0,5,19,1
BSCI330,Kenneth Frauwirth,370,602,346,264,264,144,94,79,50,31,25,17,20,57,21
BSCI330,Margaret Scull,3,7,4,6,10,4,3,4,2,1,1,0,1,2,0
BSCI330,Richard Payne,68,85,84,100,85,73,58,73,51,22,13,10,27,34,10
BSCI330,Sergei Sukharev,7,14,10,9,23,16,13,16,3,0,3,1,2,11,0
BSCI330H,Byrn Quimby,7,8,7,0,1,0,0,0,0,0,0,0,0,1,0
BSCI330H,Carmen Cantemir-Stone,14,45,14,6,1,2,1,0,0,0,0,0,0,1,0
BSCI330H,Kathryn Monzo,10,57,29,11,7,0,0,0,0,0,0,0,0,1,0
BSCI330H,Sabrina Kramer,49,155,82,43,21,8,5,1,0,0,1,0,0,4,0
BSCI334,Katerina Thompson,106,236,127,98,180,55,32,60,11,0,5,1,11,15,9
BSCI335,Katerina Thompson,101,171,66,29,70,16,5,13,1,0,2,0,1,12,8
BSCI337,Cerruti Hooks,2,13,5,4,11,2,1,5,4,0,1,0,0,2,2
BSCI337,Charles Mitter,1,4,4,2,9,0,2,2,0,0,0,0,0,2,0
BSCI337,Jian Wang,13,43,13,18,29,17,5,18,5,1,0,0,4,5,12
BSCI337,Leo Shapiro,7,20,20,17,9,4,4,9,10,0,3,0,2,6,2
BSCI337,Leslie Pick,4,3,3,2,3,0,0,0,0,0,0,0,0,0,7
BSCI338A,Richard Payne,9,40,0,1,4,0,0,2,0,0,0,0,0,3,0
BSCI338B,Marjorie Reaka,47,78,44,45,37,25,15,26,8,1,11,0,4,12,0
BSCI338C,Karen Carleton,2,17,23,11,5,0,1,1,0,0,0,0,2,0,1
BSCI338C,Marie Bergmeyer,3,15,9,3,7,0,2,0,0,0,0,0,0,8,2
BSCI338E,Catherine Carr,9,21,21,8,2,0,0,0,0,0,0,0,1,5,0
BSCI338F,Byrn Quimby,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI338F,Edward Eisenstein,0,48,0,1,1,0,0,0,0,0,0,0,0,1,2
BSCI338F,Jason Kahn,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
BSCI338G,Albert Ades,6,27,4,0,1,0,0,0,0,0,0,0,0,1,0
BSCI338G,Ibrahim Ades,35,72,15,12,11,4,0,2,0,0,3,0,0,2,1
BSCI338K,Sherrie Tennessee,16,7,1,0,0,2,1,0,0,0,0,0,0,1,0
BSCI338K,Thomas Kocher,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
BSCI338L,Satish Gupta,2,4,0,4,2,0,4,0,0,0,0,0,0,4,0
BSCI338N,Avis Cohen,5,14,2,1,4,5,0,0,1,0,0,0,0,1,0
BSCI338N,Joshua Singer,0,18,16,14,14,15,14,6,11,0,1,0,0,7,0
BSCI338N,Mary Ann Rankin,8,10,15,14,6,10,2,5,1,1,1,1,3,7,0
BSCI338N,Quentin Gaudry,8,38,33,33,18,18,11,8,5,1,0,0,1,6,0
BSCI338O,Sergei Sukharev,0,18,4,0,7,1,0,1,0,0,0,0,1,0,1
BSCI338O,William Jeffery,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI338P,Ibrahim Ades,8,49,10,7,22,2,0,2,0,0,0,0,1,3,0
BSCI338Q,Amy Villamagna,14,19,3,0,1,0,0,0,0,0,0,0,1,1,0
BSCI338Q,Keryn Gedan,38,71,35,4,1,4,0,0,0,0,0,0,0,3,0
BSCI338R,Gerald Borgia,3,25,13,10,11,1,3,1,0,0,0,0,1,3,3
BSCI338R,John Pepper,1,8,2,7,4,1,1,1,0,0,0,0,0,0,0
BSCI338R,Marcia Shofner,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0
BSCI338T,William Higgins,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0
BSCI338V,Karen Carleton,1,17,10,6,6,2,0,0,0,0,0,0,0,0,0
BSCI338X,Heidi Fisher,5,18,15,7,5,1,0,0,0,0,0,0,0,0,1
BSCI338Z,Hadiya Woodham,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1
BSCI339A,Eric Haag,1,5,6,4,0,1,2,1,0,0,0,0,1,0,0
BSCI339B,Thomas Kocher,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1
BSCI339D,Ricardo Araneda,6,16,0,0,0,1,0,0,0,0,0,0,0,4,0
BSCI339E,Eric Haag,2,11,5,3,1,0,0,0,0,0,0,0,0,1,1
BSCI339E,William Jeffery,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0
BSCI339F,Daniel Butts,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1
BSCI339G,Joshua Singer,0,104,0,0,0,0,0,0,0,0,0,0,0,1,1
BSCI339I,Hadiya Woodham,80,110,2,40,27,0,7,1,1,1,1,0,1,3,8
BSCI339J,Philip Johnson,0,2,0,1,3,2,0,1,0,0,0,0,0,1,0
BSCI339K,Reid Compton,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI339L,William Burnside,2,3,3,0,2,4,2,1,3,0,0,0,1,0,0
BSCI339O,Gerald Borgia,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI339Q,Albert Ades,16,39,2,0,0,0,0,0,0,0,0,0,0,0,3
BSCI339Q,Ibrahim Ades,16,19,0,0,1,0,0,0,0,0,0,0,0,1,0
BSCI339R,Gerald Wilkinson,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0
BSCI339R,Noah Gibson,15,8,2,0,2,1,0,0,0,0,0,0,0,1,0
BSCI339S,Beth Parent,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI339T,Beth Parent,54,5,4,0,2,0,0,0,0,0,0,0,1,2,0
BSCI339V,Thomas Kocher,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0
BSCI339W,Scott Juntti,0,44,11,11,3,3,0,1,2,0,0,0,0,0,0
BSCI339X,Colenso Speer,0,11,3,0,0,0,0,0,0,0,0,0,1,0,1
BSCI339Z,Hadiya Woodham,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI343,Hadiya Woodham,27,12,1,11,17,0,4,1,0,0,0,0,0,1,2
BSCI348A,John Buchner,218,38,20,0,0,0,0,1,0,0,0,0,0,2,0
BSCI348A,Richard Stewart,32,170,5,0,0,0,0,0,0,0,0,0,0,0,1
BSCI348B,Beth Parent,30,6,10,0,0,0,0,0,0,0,0,0,0,1,0
BSCI348I,Volker Briken,35,14,16,3,0,0,0,0,0,0,0,0,0,9,0
BSCI348K,Volker Briken,12,1,1,0,0,0,0,0,0,0,0,0,0,3,0
BSCI348P,Elanor Spadafora,5,33,2,1,0,0,0,0,0,0,0,0,0,1,0
BSCI348P,Patricia Shields,35,147,14,5,0,1,1,0,0,0,0,0,0,0,1
BSCI348Q,Patricia Shields,17,327,3,0,1,0,0,0,0,0,0,0,0,0,2
BSCI348R,David Straney,10,32,3,0,1,0,0,0,0,0,0,0,0,0,0
BSCI348R,Najib El-Sayed,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0
BSCI348T,Joelle Presson,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI353,Amanda Chicoli,18,45,15,18,28,12,12,5,4,2,1,0,1,7,0
BSCI353,Catherine Carr,10,36,46,27,28,12,9,17,10,1,4,2,12,9,63
BSCI353,Chan Lin,101,231,121,129,116,62,40,38,33,6,7,3,8,18,9
BSCI353,Daniel Butts,40,143,54,29,93,23,17,48,21,0,11,0,10,15,3
BSCI353,David Sandstrom,31,50,34,36,47,25,16,21,22,6,8,5,4,10,6
BSCI353,Katrina MacLeod,11,29,20,14,18,9,12,12,2,3,3,4,4,9,0
BSCI353,Lorin Milescu,5,11,4,2,1,0,0,0,0,0,0,0,0,0,0
BSCI353,Melissa Caras,2,11,6,14,13,11,9,14,20,0,1,4,7,4,0
BSCI353,Patrick Kanold,39,108,61,50,45,32,22,22,12,6,8,3,12,53,3
BSCI353,Richard Payne,118,290,197,119,123,82,84,66,33,18,22,5,8,25,4
BSCI355,Melissa Caras,3,2,5,1,2,4,1,0,0,0,0,0,0,1,1
BSCI358A,Hadiya Woodham,18,5,1,0,1,0,0,1,0,0,0,0,0,1,0
BSCI358A,Vitaly Stepensky,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI358B,Gregory Simon,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0
BSCI358C,Emmanuel Kornyo,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0
BSCI360,Danielle Adams,3,5,8,6,6,3,3,0,2,1,0,0,1,1,0
BSCI360,Gerald Borgia,26,60,41,39,38,32,22,25,11,2,3,0,9,17,15
BSCI360,Gerald Wilkinson,4,35,5,28,53,12,12,20,12,1,7,2,4,13,2
BSCI360,Sandra Blumenrath,0,4,8,5,10,8,10,3,5,0,1,1,1,4,0
BSCI361,Daniel Gruner,5,98,77,58,79,48,22,22,15,5,6,2,8,15,6
BSCI361,David Inouye,4,12,1,8,1,8,5,5,11,2,0,1,6,4,0
BSCI361,Irwin Forseth,1,6,8,6,13,15,2,11,3,2,0,2,2,2,0
BSCI361,Jenny Zambrano,5,10,9,9,4,7,2,1,1,0,1,0,1,3,0
BSCI361,Marcia Shofner,1,13,12,10,19,7,5,3,1,0,0,0,1,3,0
BSCI361,Marjorie Reaka,0,13,6,2,9,4,3,1,1,0,0,0,0,2,0
BSCI361,Nathan Kraft,2,24,26,24,18,20,13,9,12,3,7,0,4,11,0
BSCI361,Nathan Swenson,21,30,34,50,66,30,26,27,14,6,2,2,14,15,0
BSCI361,Sarah Lee,9,27,10,6,9,13,1,1,0,0,0,0,0,4,0
BSCI361,Tammatha O'Brien,20,9,6,2,2,0,1,0,0,0,0,0,2,1,4
BSCI363,Amy Villamagna,9,15,27,11,13,9,3,0,1,0,0,0,1,3,1
BSCI363,Francisca Saavedra,1,10,30,21,25,21,3,6,6,0,0,0,1,13,1
BSCI363,Karen Lips,3,13,6,8,22,3,1,15,8,0,0,0,2,5,1
BSCI363,Keryn Gedan,17,49,86,61,47,57,12,9,9,3,1,2,5,8,0
BSCI363,Sarah Lee,6,13,4,6,4,4,1,0,1,0,0,0,0,0,0
BSCI366,Leo Shapiro,1,2,2,0,4,1,0,1,0,0,0,0,1,1,0
BSCI370,Carlos Machado,31,85,90,51,69,68,29,65,65,1,2,2,4,31,5
BSCI370,Charles Fenster,18,31,29,36,66,30,24,21,12,8,2,0,3,19,1
BSCI370,Danielle Adams,0,5,16,17,9,3,0,0,0,0,0,0,0,2,40
BSCI370,Gerald Borgia,25,43,39,15,25,17,7,11,5,2,2,1,4,9,6
BSCI370,Nicholas Fletcher,20,59,35,14,19,8,8,2,2,0,0,0,2,1,0
BSCI370,Sara Via,12,61,32,26,78,19,13,35,28,0,24,0,9,16,2
BSCI370,William Jeffery,0,30,18,20,53,21,11,18,5,0,0,0,0,4,0
BSCI374,Jonathan Simon,4,4,3,3,0,0,0,1,1,1,0,0,0,2,0
BSCI378H,Caren Chang,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI378H,Louisa Wu,45,96,8,0,1,0,0,0,0,0,0,0,0,0,0
BSCI378H,Wade Winkler,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI378H,Zhongchi Liu,29,136,10,0,1,0,0,0,0,0,0,0,0,2,0
BSCI381,Scott Juntti,20,27,5,8,3,2,1,1,0,0,1,0,0,1,0
BSCI392,Bretton Kent,26,150,24,41,139,9,10,17,0,1,0,0,3,5,20
BSCI392,John Merck,16,23,9,15,17,9,11,12,5,0,1,1,0,0,1
BSCI393,Bretton Kent,32,159,4,10,18,1,0,0,0,0,0,0,0,3,2
BSCI393,John Merck,8,15,7,10,6,2,0,0,0,0,0,0,0,0,1
BSCI398H,Alexandra Bely,136,90,16,2,2,0,0,0,0,0,0,0,0,0,1
BSCI398H,Marjorie Reaka,151,106,6,0,4,0,0,1,0,0,0,0,0,1,0
BSCI399,Reid Compton,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCI400,Alexandra Bely,24,20,3,8,4,3,2,1,1,0,0,0,0,1,0
BSCI401,Gerald Wilkinson,5,37,20,21,37,5,4,4,0,0,2,0,1,2,6
BSCI402,Karen Carleton,6,20,8,4,5,2,0,0,0,0,0,0,0,2,1
BSCI403,Jeffrey Diamond,6,20,15,14,8,6,3,1,1,0,0,0,0,0,1
BSCI403,Juan Angueyra,6,5,6,2,0,1,0,0,0,0,0,0,0,0,0
BSCI403,Karen Carleton,5,33,30,20,16,4,0,0,0,0,0,0,0,0,1
BSCI404,Sergei Sukharev,20,67,31,9,20,5,1,2,0,0,1,0,2,10,2
BSCI405,Philip Johnson,11,45,36,16,8,6,5,2,1,0,0,0,4,2,0
BSCI406,Sergei Sukharev,0,6,3,1,3,0,0,0,0,0,0,0,0,4,0
BSCI407,Heidi Fisher,6,68,30,3,3,3,0,2,0,0,0,0,0,2,4
BSCI410,Caren Chang,6,62,43,44,48,12,8,10,6,1,0,1,1,4,0
BSCI410,Jian Wang,2,48,3,4,54,5,3,19,0,0,0,0,2,3,0
BSCI410,Leslie Pick,26,68,52,43,63,34,29,21,12,2,3,1,3,15,0
BSCI410,Louisa Wu,43,298,95,36,108,27,14,31,4,1,0,1,7,10,30
BSCI410,Ryan Marcheschi,2,4,3,7,6,2,3,4,2,1,1,1,2,0,0
BSCI410,Stephen Mount,30,169,194,182,247,132,56,40,17,3,5,0,3,42,6
BSCI410,Vera Stupina,0,69,11,5,33,5,1,12,4,0,2,1,1,2,0
BSCI410,Zhongchi Liu,26,235,65,32,115,18,15,43,3,0,3,0,2,13,23
BSCI411,Brantley Hall,2,14,11,5,6,3,2,3,0,1,0,0,0,1,1
BSCI411,Brian Pierce,13,44,8,9,12,5,1,1,2,0,0,0,0,5,1
BSCI411,Najib El-Sayed,18,39,11,21,52,12,10,28,5,0,16,0,10,13,4
BSCI411,Sridhar Hannenhalli,7,17,6,9,14,4,3,11,0,0,2,0,4,2,3
BSCI412,Erin Tran,0,11,0,1,27,0,0,0,0,0,0,0,1,0,28
BSCI412,John Buchner,1,3,0,1,8,0,0,2,0,0,1,0,1,0,0
BSCI412,Vincent Lee,5,63,2,14,112,4,9,49,1,0,11,0,3,10,0
BSCI412,Wade Winkler,12,38,0,6,10,0,1,2,0,0,0,0,0,1,3
BSCI414,Caren Chang,26,53,42,22,22,7,5,5,0,0,0,0,1,3,0
BSCI414,Harlan King,7,55,7,4,6,3,0,0,0,0,0,0,0,1,0
BSCI414,Nidhi Verma,22,21,6,9,4,1,1,0,0,0,0,0,0,1,0
BSCI414,Sandra Fox-Moon,7,13,30,7,13,14,2,6,2,0,0,1,0,4,1
BSCI414,Stephen Mount,1,24,13,8,19,0,3,1,0,0,0,0,0,1,0
BSCI415,David Straney,45,144,28,10,11,3,0,1,0,0,0,0,2,1,1
BSCI416,John Moult,2,35,26,17,11,7,3,0,0,0,0,0,0,3,0
BSCI416,Louisa Wu,2,31,8,3,3,1,3,1,1,0,0,1,1,3,0
BSCI416,Stephen Mount,5,37,32,24,28,6,0,1,0,0,0,0,1,4,4
BSCI417,Daniel Stein,15,46,30,14,21,11,1,7,3,0,1,0,0,5,2
BSCI417,Kevin McIver,12,31,12,9,30,8,3,8,0,0,2,0,1,6,10
BSCI417,Vincent Lee,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0
BSCI420,Lijuan Du,14,31,8,3,11,0,0,0,0,0,0,0,0,2,0
BSCI420,Michael Ma,5,3,6,9,6,12,4,3,1,0,0,0,0,7,2
BSCI420,Norma Andrews,66,184,52,33,54,17,9,11,6,0,1,0,2,5,1
BSCI420,Sougata Roy,14,91,31,24,48,6,3,8,1,0,1,0,0,3,1
BSCI420,Vera Stupina,9,51,25,19,48,13,9,10,0,1,0,0,1,1,16
BSCI421,Hadiya Woodham,4,24,9,0,21,3,0,7,2,0,1,0,0,0,0
BSCI421,Michael Ma,8,10,11,10,14,8,11,3,7,0,0,0,0,4,1
BSCI421,Sougata Roy,0,5,2,4,11,6,2,1,0,0,0,0,0,0,0
BSCI421,Stephen Wolniak,3,76,21,9,104,12,4,58,10,0,10,0,4,24,4
BSCI421,Vera Stupina,2,7,2,3,14,2,5,3,0,0,0,0,0,3,0
BSCI422,David Mosser,8,44,24,29,49,24,29,33,22,0,12,0,12,18,1
BSCI422,Gregory Simon,29,95,2,1,0,2,0,0,0,0,0,0,0,1,0
BSCI422,Kenneth Frauwirth,31,115,96,65,125,75,66,88,66,5,20,1,26,31,53
BSCI422,Sandra Fox-Moon,29,25,23,11,11,3,2,2,2,1,0,0,0,16,0
BSCI422,Scott Walsh,23,31,30,13,18,20,0,10,6,1,1,1,5,9,0
BSCI423,Kenneth Frauwirth,1,4,7,6,6,3,4,0,0,0,0,0,1,0,0
BSCI423,Wenxia Song,10,88,41,34,86,30,6,32,4,1,1,0,2,6,7
BSCI424,David Rollins,0,18,0,2,5,0,0,2,0,0,1,0,1,2,0
BSCI424,Kenneth Frauwirth,17,30,28,25,37,20,14,3,3,0,0,0,1,5,0
BSCI424,Sandra Fox-Moon,4,19,10,7,8,7,1,7,2,1,0,0,1,1,2
BSCI424,Volker Briken,25,44,41,56,38,39,19,13,5,5,2,1,4,9,0
BSCI425,Joann Kuo,0,8,0,5,12,0,5,2,0,0,3,0,0,1,1
BSCI425,Kan Cao,35,38,10,1,2,1,0,0,0,0,0,0,0,3,2
BSCI426,Karen Carleton,19,35,0,0,1,1,0,0,1,0,0,0,1,1,0
BSCI426,Marco Colombini,0,7,1,0,10,0,0,6,0,0,2,0,2,6,0
BSCI427,Stephen Wolniak,0,68,0,0,1,0,0,1,0,0,0,0,0,2,0
BSCI430,Caitlin Fox,27,32,21,23,23,8,5,9,4,0,4,0,5,11,13
BSCI430,Eric Haag,0,1,3,6,15,3,7,13,5,2,5,1,3,0,3
BSCI430,William Jeffery,16,82,48,52,92,32,24,64,14,5,9,3,3,23,3
BSCI431,Chan Lin,4,43,18,6,5,2,1,0,2,0,0,1,0,2,1
