course,professor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
STAT410,Scott Preston,8,44,9,8,34,7,7,23,10,0,7,5,13,18,65
STAT410,Shalin Parekh,3,1,5,7,2,3,1,1,1,0,2,0,1,1,0
STAT410,Steven Chadwick,1,7,3,0,9,2,1,1,5,0,0,0,1,0,0
STAT410,Swarnava Mukhopadhyay,4,2,0,2,3,0,2,7,0,0,7,0,2,3,0
STAT410,Takumi Saegusa,3,6,6,2,1,3,2,0,0,0,0,0,0,0,0
STAT410,Terence Long,23,65,4,14,10,1,7,2,1,0,0,0,0,3,1
STAT410,Vadim Kaloshin,2,9,2,5,13,2,3,3,1,0,1,0,2,4,13
STAT420,Abram Kagan,0,6,2,0,6,2,0,3,0,0,1,0,2,5,1
STAT420,Dong Dong,4,7,3,3,3,3,0,2,1,0,1,1,1,1,0
STAT420,Jian Lun Xu,35,64,59,44,55,47,16,16,18,7,8,6,21,56,23
STAT420,Joan Ren,2,18,15,21,9,8,5,8,4,2,3,6,4,22,2
STAT420,Jonathan Fernandes,22,12,9,1,6,3,3,2,2,0,0,0,0,3,0
STAT420,Takumi Saegusa,12,23,14,14,12,8,9,6,7,4,5,11,5,8,19
STAT420,Tingni Sun,0,6,1,5,6,5,1,2,0,0,3,2,6,11,0
STAT426,Deep Ray,3,1,3,1,3,0,2,0,0,0,0,0,2,3,0
STAT426,Fushuai Jiang,4,8,0,1,0,0,0,0,0,0,0,0,0,5,0
STAT426,Scott Preston,0,10,2,2,6,4,0,2,2,0,1,0,1,17,13
STAT426,Vincent Lyzinski,9,30,24,17,20,8,3,5,1,0,0,1,1,11,22
STAT426,Wojciech Czaja,0,11,2,2,7,0,1,0,0,0,0,0,1,3,0
STAT430,Alexey Stepanov,0,6,4,0,4,1,0,6,3,0,1,0,0,3,0
STAT430,Andrew Lauziere,3,7,2,1,10,4,3,2,1,0,0,0,1,1,0
STAT430,Ayushi Saxena,5,16,0,0,0,0,0,0,0,0,0,0,1,0,6
STAT430,Benjamin Kedem,1,56,14,9,75,18,2,44,21,1,6,2,6,16,4
STAT430,Bradford Sanders,0,19,0,0,10,0,0,0,0,0,1,0,0,1,0
STAT430,Chiao-Wen Hsiao,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0
STAT430,Christine Nickel,39,135,104,54,56,20,8,11,8,0,2,0,13,13,29
STAT430,David Shaw,2,16,9,3,23,8,0,16,8,0,1,1,3,6,2
STAT430,Emily Francis,4,34,6,5,27,1,2,6,0,1,0,1,2,3,10
STAT430,Gustavo Varela Alvarenga,7,52,5,3,19,1,1,1,1,0,1,0,3,0,13
STAT430,Hatice Sahinoglu,38,61,43,47,30,18,18,12,3,0,6,0,14,20,1
STAT430,Natalia Tchetcherina,0,16,1,2,2,1,0,0,0,0,1,0,1,0,1
STAT430,Susan Chimiak,7,81,13,10,34,3,0,3,0,0,1,0,1,1,2
STAT430,Susan Mazzullo,28,225,4,25,48,0,1,5,1,0,0,0,2,4,10
STAT430,Timothy Pilachowski,39,293,0,47,86,2,10,19,2,0,2,0,4,20,20
STAT430,Tingni Sun,1,18,4,9,8,2,3,4,3,0,0,0,1,6,0
STAT430,Tong Qi,23,9,0,0,0,0,0,0,1,0,0,0,0,0,0
STAT430,Xia Li,1,4,2,1,4,0,0,4,0,1,2,0,2,2,0
STAT440,Daniel Bonnéry,0,4,0,4,1,0,0,0,0,0,0,0,0,4,1
STAT440,James Lepkowski,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0
STAT440,Natalia Tchetcherina,61,335,48,53,114,21,4,29,4,0,7,0,5,15,17
STAT440,Partha Lahiri,0,4,4,7,6,2,3,2,1,0,1,0,0,0,0
STAT440,Paul Smith,1,1,1,2,3,1,0,0,0,0,0,0,0,5,0
STAT440,Susan Chimiak,1,10,0,1,3,0,0,3,0,0,0,0,0,1,0
STAT440,Susan Mazzullo,2,17,1,1,5,0,0,0,0,0,0,0,0,1,0
STAT440,Takumi Saegusa,1,7,3,1,4,5,4,3,4,2,2,0,0,1,1
STAT440,Yuan Liao,0,10,5,2,8,0,2,0,3,0,0,0,0,0,1
STAT464,Archana Khurana,3,25,3,6,6,2,2,2,0,1,1,0,4,3,4
STAT464,Bradford Sanders,3,5,0,2,0,0,0,0,0,0,0,0,0,2,0
STAT464,Casey Cremins,2,87,0,0,50,0,0,28,0,0,5,0,1,5,0
STAT464,Chiao-Wen Hsiao,6,4,0,0,0,0,0,0,0,0,0,0,0,2,0
STAT464,Hatice Sahinoglu,4,11,5,11,9,12,2,6,1,0,1,0,3,3,14
STAT464,Raluca Rosca,49,106,48,50,54,27,15,26,12,2,8,0,6,28,11
STAT464,Terence Long,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0
STAT470,Harland Glaz,0,50,2,2,22,6,1,24,1,0,6,0,5,7,0
STAT470,Matthew Griffin,74,135,33,43,53,17,17,14,7,0,1,0,4,3,18
STAT470,Natalia Tchetcherina,9,55,10,22,47,7,4,17,4,0,6,0,8,10,0
STAT470,Steven Chadwick,2,9,3,6,6,1,1,1,4,0,0,0,0,0,0
STAT470,Susan Mazzullo,56,95,5,10,28,0,2,5,2,0,2,1,0,2,1
STAT498J,Jonathan Fernandes,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
STAT600,Dmitry Dolgopyat,2,2,2,3,2,1,0,0,3,0,0,0,1,0,1
STAT600,Leonid Koralov,0,71,33,3,26,11,0,7,0,0,0,0,1,8,19
STAT600,Mark Freidlin,0,8,4,0,5,0,0,0,0,0,0,0,0,0,2
STAT600,Sandra Cerrai,3,6,10,6,2,5,1,1,1,0,0,0,0,3,3
STAT600,Yu Gu,3,3,1,3,3,2,3,0,0,0,0,0,0,1,0
STAT601,Dmitry Dolgopyat,1,1,1,2,1,1,0,0,0,0,0,0,0,0,4
STAT601,Leonid Koralov,0,41,3,0,2,0,0,0,0,0,0,0,0,4,11
STAT601,Mark Freidlin,0,5,4,0,1,0,0,0,0,0,0,0,0,0,1
STAT601,Sandra Cerrai,6,32,10,4,6,4,1,3,0,0,1,0,7,1,11
STAT650,Abram Kagan,1,12,4,0,12,6,0,4,0,0,0,0,0,3,1
STAT650,Dmitry Dolgopyat,6,0,5,7,4,1,0,0,0,0,0,0,0,0,0
STAT650,Eric Slud,5,14,5,3,16,3,0,0,0,0,0,0,0,2,10
STAT650,Grace Yang,2,9,0,0,5,0,0,0,0,0,0,0,0,1,3
STAT650,Mark Freidlin,1,4,6,1,4,0,0,1,0,0,0,0,0,1,1
STAT650,Vincent Lyzinski,6,21,12,15,5,3,3,0,0,0,0,1,1,1,13
STAT700,Abram Kagan,0,3,2,0,5,2,0,0,0,0,0,0,0,2,3
STAT700,Benjamin Kedem,1,30,9,1,5,3,0,0,0,0,0,0,0,2,3
STAT700,Eric Slud,5,12,1,3,14,6,2,1,0,0,0,0,2,2,13
STAT700,Joan Ren,1,13,15,17,14,6,4,1,0,0,0,0,2,5,13
STAT701,Abram Kagan,0,7,2,0,4,3,0,0,0,0,0,0,0,0,0
STAT701,Benjamin Kedem,1,32,5,0,1,1,0,0,0,0,0,0,0,1,2
STAT701,Eric Slud,1,12,4,0,8,0,0,1,0,0,0,0,0,1,5
STAT701,Joan Ren,1,10,11,7,6,1,2,1,1,0,0,0,0,0,13
STAT702,Eric Slud,0,5,0,0,3,0,0,0,0,0,0,0,0,1,2
STAT702,Joan Ren,4,8,2,1,1,1,0,1,0,0,0,0,1,0,1
STAT702,Takumi Saegusa,4,7,7,3,0,2,0,0,0,0,0,0,0,1,1
STAT705,Benjamin Kedem,0,49,3,0,0,0,0,0,0,0,0,0,0,2,9
STAT705,Eric Slud,10,29,5,8,6,0,0,0,0,0,0,0,0,5,9
STAT705,Takumi Saegusa,8,10,5,3,3,0,0,0,0,0,0,0,0,0,2
STAT705,Vincent Lyzinski,2,8,7,0,1,0,0,0,0,0,0,0,0,1,2
STAT707,Partha Lahiri,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1
STAT730,Benjamin Kedem,4,49,11,0,4,4,0,0,0,0,0,0,0,1,3
STAT730,Eric Slud,0,8,2,2,2,1,0,0,0,0,0,0,0,2,0
STAT740,Benjamin Kedem,4,13,0,1,0,0,0,0,0,0,0,0,0,1,1
STAT740,Paul Smith,6,36,20,17,27,7,0,0,0,0,0,0,0,10,7
STAT741,Benjamin Kedem,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1
STAT741,Lizhen Lin,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
STAT741,Paul Smith,5,30,25,1,22,3,0,0,0,0,0,0,0,1,11
STAT750,Abram Kagan,0,7,1,0,4,0,0,1,0,0,0,0,0,0,2
STAT750,Benjamin Kedem,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT750,Eric Slud,0,8,1,0,2,1,0,0,0,0,0,0,1,0,4
STAT750,Joan Ren,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0
STAT750,Yuan Liao,0,11,0,1,0,0,0,0,0,0,0,0,0,0,2
STAT770,Eric Slud,1,11,1,1,2,0,0,0,1,0,0,0,0,1,5
STAT770,Joan Ren,0,7,5,4,1,0,0,0,0,0,0,0,0,0,1
STAT798E,Mark Freidlin,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1
STAT798F,Mark Freidlin,0,4,1,0,0,0,0,0,0,0,0,0,0,0,5
STAT808P,Mark Freidlin,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2
STAT818B,Partha Lahiri,1,4,4,2,0,0,0,0,0,0,0,0,0,0,14
STAT818B,Sandra Cerrai,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
STAT818C,Mark Freidlin,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1
STAT818D,Eric Slud,0,4,3,0,0,0,0,0,0,0,0,0,0,0,10
STAT818E,Mark Freidlin,0,1,2,0,4,0,0,0,0,0,0,0,0,0,3
STAT818E,Yu Gu,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3
STAT818F,Takumi Saegusa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
STAT818G,Tingni Sun,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1
STAT818J,Sandra Cerrai,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1
STAT818L,Joan Ren,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0
STAT818M,Eric Slud,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
STAT818M,Partha Lahiri,3,10,2,0,2,0,0,0,0,0,0,0,0,0,4
STAT818N,Takumi Saegusa,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT818O,Sandra Cerrai,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
STAT818P,Joan Ren,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
STAT818S,Mark Freidlin,0,1,1,0,3,0,0,0,0,0,0,0,0,2,1
SURV400,Alexander Wenz,1,10,1,1,1,2,0,0,0,0,0,0,1,1,0
SURV400,Ashley Amaya,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
SURV400,Carolina Casas-Cordero,8,5,4,2,0,0,0,1,0,0,0,0,0,1,0
SURV400,David Cantor,1,2,8,5,4,2,0,0,0,0,0,0,0,5,0
SURV400,Florian Keusch,10,2,2,0,2,1,0,0,1,0,0,0,0,1,0
SURV400,Jennifer Sinibaldi,4,10,5,2,5,1,1,0,1,0,0,0,0,2,0
SURV400,Philip Brenner,2,7,2,0,4,0,0,0,0,0,0,0,0,0,0
SURV400,Robyn Ferg,4,3,8,5,2,2,0,0,1,0,0,0,1,1,0
SURV400,Ruben Bach,7,8,7,8,8,1,2,0,0,0,0,0,1,5,0
SURV430,Christopher Antoun,4,22,7,1,3,0,0,1,0,0,0,0,1,0,0
SURV440,Richard Valliant,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0
SURV613,Brian Kim,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
SURV615,Brady West,0,4,4,3,2,4,0,0,0,0,2,0,0,1,1
SURV615,Partha Lahiri,0,3,0,4,3,0,0,1,0,0,0,0,0,1,2
SURV615,Sunghee Lee,7,30,22,7,10,4,1,3,2,0,0,1,0,8,5
SURV615,Taylor Lewis,11,15,2,1,1,0,0,0,0,0,0,0,0,0,2
SURV616,James Wagner,4,45,19,18,7,5,1,0,1,0,1,0,1,3,2
SURV616,Parthasarathi Lahiri,0,5,0,1,3,0,0,0,0,0,0,0,0,0,1
SURV616,Taylor Lewis,9,10,2,0,0,0,0,0,0,0,0,0,0,0,2
SURV617,Brady West,1,2,6,2,2,1,0,0,0,0,0,0,0,1,6
SURV617,Yajuan Si,3,8,13,13,5,2,1,0,0,0,0,0,0,1,1
SURV621,Christopher Antoun,7,10,15,7,3,0,0,0,0,0,0,0,0,0,1
SURV621,Frederick Conrad,4,8,14,9,6,1,0,0,0,0,0,0,0,1,0
SURV621,Katharine Abraham,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0
SURV622,Christopher Antoun,4,7,4,3,0,2,0,0,0,0,0,0,0,0,1
SURV622,Frederick Conrad,4,10,4,4,2,0,0,0,0,0,0,0,0,0,1
SURV622,Katharine Abraham,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0
SURV623,Christopher Antoun,5,4,4,3,2,1,0,0,0,0,0,0,0,0,2
SURV623,Douglas Currivan,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0
SURV623,Matthew Jans,0,7,2,0,0,0,0,0,0,0,0,0,0,0,2
SURV623,Mick Couper,13,20,7,6,4,1,0,0,1,0,0,0,0,3,0
SURV624,Thomas Fetzer,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0
SURV625,Brady West,2,8,6,9,4,1,0,0,0,0,0,0,0,3,3
SURV625,James Lepkowski,0,10,14,16,3,0,0,0,0,0,0,0,0,3,3
SURV625,Louis Rizzo,2,4,1,2,2,2,0,0,0,0,0,0,0,0,1
SURV625,Michael Elliott,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
SURV625,Raphael Nishimura,0,5,6,2,1,0,0,0,0,0,0,0,0,2,2
SURV625,Sunghee Lee,1,3,3,1,1,0,0,0,0,0,0,0,0,0,2
SURV625,Yan Li,0,11,5,7,5,1,0,0,0,0,0,0,0,3,0
SURV626,Raphael Nishimura,10,15,16,14,8,5,2,1,2,0,0,0,4,10,5
SURV627,Ashley Amaya,1,2,3,2,1,2,0,2,0,0,1,0,0,3,0
SURV627,Frauke Kreuter,0,2,2,2,1,2,1,0,0,0,0,0,0,2,0
SURV630,Christopher Antoun,9,6,3,0,1,0,0,0,0,0,0,0,0,2,1
SURV630,Florian Keusch,9,2,1,0,0,0,0,0,0,0,0,0,0,2,1
SURV630,Frauke Kreuter,1,10,10,6,2,1,0,0,0,0,0,0,1,1,2
SURV630,Rachel Caspar,3,8,1,1,3,1,0,0,0,0,0,0,0,0,0
SURV630,Ting Yan,57,112,18,5,0,0,0,0,0,0,0,0,0,5,9
SURV631,Florian Keusch,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SURV631,Gina Walejko,8,44,10,6,4,0,0,0,0,0,0,0,1,1,0
SURV632,Frederick Conrad,15,21,24,23,16,6,1,0,0,0,0,0,1,2,2
SURV635,Emily McFarlane Geisen,7,0,1,2,0,0,0,0,0,0,0,0,2,0,1
SURV635,Frauke Kreuter,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2
SURV635,Jennifer Romano,18,8,2,0,1,0,0,0,0,0,0,0,1,0,1
SURV636,Raphael Nishimura,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SURV640,David Cantor,0,4,10,6,1,1,0,0,0,0,0,0,0,0,0
SURV640,Gina Walejko,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
SURV640,Katharine Abraham,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0
SURV640,Stanley Presser,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
SURV641,David Cantor,0,3,16,2,0,1,0,0,0,0,0,0,0,0,0
SURV641,Gina Walejko,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0
SURV641,Katharine Abraham,1,2,7,4,2,0,0,0,0,0,0,0,0,0,0
SURV641,Stanley Presser,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0
SURV650,Katharine Abraham,12,40,41,20,13,3,0,1,0,0,0,0,0,2,14
SURV662,Partha Lahiri,1,11,0,8,4,0,0,0,0,0,0,0,1,2,0
SURV665,Alexandru Cernat,6,1,3,1,0,2,0,0,0,0,0,0,2,3,3
SURV667,Frauke Kreuter,0,3,6,2,0,1,1,0,1,0,0,0,0,1,1
SURV672,Brian Harris-Kojetin,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34
SURV672,Katharine Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
SURV672,Yan Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SURV673,Brian Kim,4,14,5,2,0,0,0,0,0,0,0,0,0,1,1
SURV673,Diego Fregolent Mendes de Oliveira,5,7,5,7,2,0,0,0,0,0,0,0,1,2,1
SURV675,Alexandru Cernat,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1
SURV699,Robert Croninger,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1
SURV699A,Jessica Vitak,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0
SURV699C,Brian Kim,1,0,2,3,3,0,1,0,0,0,0,0,0,0,0
SURV699C,Christopher Antoun,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0
SURV699E,Richard Valliant,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
SURV699L,Partha Lahiri,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1
SURV699N,Yan Li,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SURV699Q,Frauke Kreuter,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
SURV699R,Christopher Antoun,0,4,6,1,0,0,0,0,0,0,0,0,0,0,1
SURV699R,Michael Tragoutt,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
SURV699S,Jernej Berzelak,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0
SURV699U,Brian Kim,2,13,1,2,0,0,0,0,0,0,0,0,0,0,5
SURV699U,Christoph Kern,8,14,4,1,1,0,0,1,0,0,0,0,0,1,4
SURV699X,Daniel Bonnéry,0,1,1,2,1,0,0,0,0,0,0,0,0,0,3
SURV699X,Partha Lahiri,0,6,6,1,3,0,0,0,0,0,0,0,0,1,4
SURV699Y,Alexandru Cernat,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2
SURV699Y,Frauke Kreuter,0,23,5,2,0,0,0,0,0,0,0,0,0,2,2
SURV701,Brady West,2,14,10,6,2,1,0,0,0,0,0,0,0,2,4
SURV701,Brian Kim,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0
SURV701,Steven Heeringa,2,5,5,1,1,0,0,0,0,0,0,0,0,2,2
SURV701,Taylor Lewis,1,5,3,0,2,0,0,0,0,0,0,0,1,0,0
SURV701,Yan Li,1,27,6,2,2,0,0,0,0,0,0,0,0,1,3
SURV702,Bernhard Zins,1,0,1,1,3,0,1,0,0,0,0,2,0,0,0
SURV706,Thomas Gautschi,0,3,5,0,0,0,0,0,0,0,0,0,1,1,0
SURV720,Andrey Peytchev,5,7,5,3,3,1,0,1,0,0,0,0,0,0,0
SURV720,Brady West,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0
SURV720,Christopher Antoun,4,10,8,3,0,0,0,0,0,0,0,0,0,0,2
SURV720,Frauke Kreuter,1,10,8,3,1,1,0,1,0,0,0,0,0,0,0
SURV720,Sharan Sharma,5,9,4,1,0,0,0,0,0,0,0,0,0,1,1
SURV721,Andrey Peytchev,5,9,4,1,2,0,0,1,0,0,0,0,0,0,0
SURV721,Brady West,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0
SURV721,Christopher Antoun,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1
SURV721,Frauke Kreuter,1,8,0,2,5,3,0,0,0,0,0,0,0,0,0
SURV721,Frederick Conrad,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1
SURV721,Sunghee Lee,2,9,3,2,1,1,0,0,0,0,0,0,0,0,4
SURV722,Allan McCutcheon,0,5,5,1,3,1,0,0,0,0,0,0,0,0,1
SURV722,Sunghee Lee,1,10,13,9,2,1,0,1,0,0,0,0,0,0,1
SURV722,Yan Li,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
SURV725,Joerg Drechsler,4,7,3,2,1,0,1,1,0,0,0,0,1,5,4
SURV726,Joerg Drechsler,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
SURV727,Brian Kim,7,9,1,0,0,0,0,0,0,0,0,0,0,0,2
SURV727,Christoph Kern,3,15,2,0,1,0,0,0,0,0,0,0,0,0,1
SURV727,Ruben Bach,5,14,1,0,0,0,0,0,0,0,0,0,0,0,1
SURV735,Joerg Drechsler,4,5,2,1,1,1,0,1,0,0,0,1,1,2,1
SURV735,Jorg Drechsler,0,1,2,2,2,1,1,0,0,0,0,0,0,0,0
SURV736,Sascha Gobel,3,3,0,1,1,1,0,0,0,0,0,0,0,0,1
SURV740,James Wagner,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1
SURV740,Michael Elliott,0,3,5,2,2,0,0,0,0,0,0,0,0,0,1
SURV740,Sunghee Lee,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0
SURV740,Yan Li,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
SURV742,Brady West,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0
SURV742,Richard Valliant,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
SURV742,Robert Fay,3,5,5,7,1,0,0,0,0,0,0,0,0,0,1
SURV742,Yan Li,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
SURV744,Keith Rust,0,5,7,7,1,1,0,0,0,0,0,0,0,1,0
SURV744,Robert Fay,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0
SURV745,Richard Valliant,4,8,4,0,3,0,0,0,0,0,0,0,0,0,1
SURV745,Sunghee Lee,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
SURV746,Brady West,0,16,17,11,3,0,0,0,0,0,0,0,0,2,6
SURV750,Anna-Carolina Haensch,8,9,0,2,0,0,0,0,0,0,0,0,1,2,2
SURV751,Frauke Kreuter,19,30,12,5,0,1,0,0,0,0,0,0,0,8,9
SURV751,Trent Buskirk,14,3,0,0,0,0,0,0,0,0,0,0,0,2,1
SURV752,Richard Tranmueller,19,3,9,2,6,1,0,1,0,0,0,0,0,6,11
SURV753,Christoph Kern,3,1,4,1,3,2,0,0,0,0,0,0,0,1,1
SURV753,Trent Buskirk,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1
SURV760,Carla Maffeo,4,8,2,1,0,0,0,0,0,0,0,0,0,0,0
SURV760,Steven Heeringa,4,5,2,2,1,0,0,0,0,0,0,0,0,0,0
SURV772,Douglas Currivan,5,21,1,0,0,0,0,0,0,0,0,0,0,0,0
SURV772,Michael Tragoutt,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3
SURV772,Peter Miller,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
SURV772,Stanley Presser,8,14,7,2,2,1,0,0,0,0,0,0,0,1,0
SURV798B,Partha Lahiri,0,10,10,7,2,0,0,1,0,0,0,0,0,0,6
SURV798Z,Partha Lahiri,0,12,7,4,5,0,0,1,0,0,0,0,0,1,4
SURV829,Frauke Kreuter,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0
SURV829,Frederick Conrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SURV829,Katharine Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
SURV829,Michael Elliott,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6
SURV829,Partha Lahiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SURV829,Stanley Presser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
SURV829,Trivellore Raghunathan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
TDPS201,Andrew Cissna,11,7,1,1,1,0,0,1,0,0,0,0,0,1,0
TDPS201,Cate Barger,11,53,31,17,16,2,2,2,0,1,0,0,0,5,0
TDPS201,Erin Glasspatrick,0,3,2,4,2,4,1,4,0,1,2,0,1,0,0
TDPS201,Joshua Madsen,1,26,19,14,13,3,0,1,0,0,1,0,0,1,0
TDPS201,Kelsey Hunt,5,9,1,3,1,2,0,0,1,0,0,0,1,0,0
TDPS201,Michael Driggers,64,157,11,11,41,5,2,8,4,0,2,0,2,9,5
TDPS258C,Amber Daniels,1,5,9,0,1,3,0,0,2,2,0,0,2,3,0
TDPS258C,Fraser Stevens,0,7,8,4,0,3,1,0,0,0,0,0,0,0,0
TDPS258C,Janet Schroeder,18,18,4,4,1,1,0,0,0,0,0,0,2,2,0
TDPS258C,Kate Keeney,1,4,8,3,1,2,3,0,1,0,0,0,1,2,0
TDPS358A,Curtis Stedge,10,4,2,2,3,1,0,1,0,0,0,0,0,2,2
TDPS358C,Sara Pearson,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
TDPS358J,Megan Morse Jans,26,5,2,1,0,0,0,1,0,0,0,0,1,0,0
TDPS358L,Leslie Felbain,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0
TDPS358P,Leigh Smiley,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0
TDPS358T,Andrew Cissna,8,3,1,2,1,1,0,0,0,0,0,0,0,0,0
TDPS358T,Kate Ladenheim,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1
TDPS358V,Paul Jackson,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TDPS362,Leslie Felbain,37,52,18,0,8,5,0,1,3,0,1,0,0,3,8
TDPS408B,Caitlin Marshall,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TDPS440,Kate Keeney,5,2,2,0,0,1,2,0,0,0,1,0,0,1,0
TDPS440,Leayne Dempsey,0,48,7,4,1,3,2,0,2,1,0,0,2,1,2
TDPS458A,Brian MacDevitt,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TDPS458B,Leslie Felbain,14,4,0,0,0,0,0,0,0,0,0,0,0,2,0
TDPS458B,Samuel Crawford,6,0,2,1,0,0,1,0,0,0,0,0,0,2,0
TDPS458C,Leslie Felbain,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDPS458D,Cary Gillett,1,3,2,0,2,6,0,2,0,0,0,0,0,0,0
TDPS458D,Yael Inbar,1,6,0,2,1,0,0,0,0,0,0,0,0,3,0
TDPS458F,Kate Ladenheim,5,3,8,3,1,0,0,0,0,0,0,0,0,2,0
TDPS458F,Zvi Sahar,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
TDPS458G,Ama Law,9,8,3,0,1,0,0,0,0,0,0,0,0,0,0
TDPS458I,Laurie Frederik Meer,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0
TDPS458J,Karen Bradley,1,5,3,1,2,1,0,1,1,0,0,0,0,0,0
TDPS458K,Kate Ladenheim,6,3,4,1,2,1,1,0,0,0,0,0,0,1,0
TDPS458M,Mitchell Hebert,4,3,1,0,0,2,2,0,0,0,0,0,0,0,0
TDPS458M,Van Tran Nguyen,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
TDPS458N,Kevin Augustine,0,3,1,1,0,0,1,1,1,0,0,0,0,1,0
TDPS458O,Alvin Mayes,1,19,14,6,2,1,0,1,0,0,0,0,0,0,1
TDPS458P,Adriane Fang,0,6,5,1,4,1,0,0,0,0,0,0,0,0,1
TDPS458P,Kate Ladenheim,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
